GO	description	category	ERR977403	ERR977404	ERR977405	ERR977406	ERR977407	ERR977408	ERR977409	ERR977410	ERR977411	ERR977412	ERR977413	ERR977414	ERR977415	ERR977416	ERR977417	ERR977418	ERR977419	ERR977420	ERR977421	ERR977422	ERR977423	ERR977424	ERR977425
GO:0008373	sialyltransferase activity	molecular function	0	0	0	0	1	1	1	3	10	4	5	3	6	7	4	1	4	5	6	4	4	8	27
GO:0008374	O-acyltransferase activity	molecular function	0	0	0	0	19	12	75	53	30	29	33	37	20	23	84	99	75	69	70	64	17	26	48
GO:0008375	acetylglucosaminyltransferase activity	molecular function	0	0	0	0	1	7	19	16	8	15	3	23	12	15	13	9	18	66	66	54	2	11	58
GO:0008376	acetylgalactosaminyltransferase activity	molecular function	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	3	9	5
GO:0008378	galactosyltransferase activity	molecular function	0	0	0	0	0	1	2	3	2	3	2	1	0	0	1	1	2	1	3	2	1	8	6
GO:0008380	RNA splicing	biological process	0	0	0	0	0	0	0	2	1	1	0	0	0	2	0	0	1	3	0	2	1	2	7
GO:0008406	gonad development	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0008408	3'-5' exonuclease activity	molecular function	9578	8064	14467	7800	1829	2135	9747	4650	7010	6998	6847	10215	9644	9623	18908	18753	18337	31719	31274	30745	9673	16651	28393
GO:0008410	CoA-transferase activity	molecular function	33	49	77	0	309	341	1582	469	1246	1270	1255	1589	1477	1489	1973	1895	1920	7961	7903	7747	958	1221	3041
GO:0008413	8-oxo-7,8-dihydroguanosine triphosphate pyrophosphatase activity	molecular function	11	7	23	11	6	3	29	34	4	8	7	12	15	6	20	38	29	18	16	33	4	5	37
GO:0008417	fucosyltransferase activity	molecular function	0	0	1	0	7	6	21	33	16	13	20	23	27	21	107	87	103	160	158	155	13	58	138
GO:0008418	protein-N-terminal asparagine amidohydrolase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1
GO:0008425	2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity	molecular function	46	62	116	101	7	14	52	17	3	3	2	7	2	7	15	8	12	55	73	43	0	0	0
GO:0008428	ribonuclease inhibitor activity	molecular function	1	0	0	0	3	3	7	2	1	0	2	0	0	0	0	0	0	17	11	13	0	0	0
GO:0008430	selenium binding	molecular function	318	407	825	618	18	10	75	25	82	82	65	287	293	322	78	90	80	265	293	279	205	278	319
GO:0008440	inositol-1,4,5-trisphosphate 3-kinase activity	molecular function	0	0	0	0	0	0	0	2	1	0	0	1	0	0	3	4	0	5	7	0	2	2	9
GO:0008444	CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity	molecular function	50	44	104	78	2	3	19	7	0	0	0	0	0	0	1	1	2	5	5	5	0	0	0
GO:0008452	RNA ligase activity	molecular function	3312	3117	5407	2862	247	267	1406	550	1334	1273	1271	1736	1666	1724	5007	4894	4899	5842	5708	5543	1444	3143	3421
GO:0008455	alpha-1,6-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity	molecular function	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	1	2	1	1	0	1	5
GO:0008478	pyridoxal kinase activity	molecular function	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0
GO:0008479	queuine tRNA-ribosyltransferase activity	molecular function	2983	2489	4696	2340	503	549	2627	1186	2616	2462	2548	3272	3277	3307	7174	7389	7261	10732	10718	10596	4681	8940	15840
GO:0008483	transaminase activity	molecular function	10734	10868	19189	10977	2415	2754	13472	3769	8796	8401	8418	13031	12807	12555	20316	20460	19675	40544	39853	39848	9701	17251	25634
GO:0008484	sulfuric ester hydrolase activity	molecular function	28	52	48	3	2146	2371	11410	2872	4553	4294	4236	7845	7373	7231	6426	6129	6196	7947	7915	7479	2681	4814	6210
GO:0008488	gamma-glutamyl carboxylase activity	molecular function	0	0	0	0	74	45	270	112	299	260	256	278	245	230	177	194	180	279	264	281	190	505	529
GO:0008495	protoheme IX farnesyltransferase activity	molecular function	1	0	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0008509	anion transmembrane transporter activity	molecular function	0	0	0	0	0	0	1	3	0	1	3	0	0	0	0	0	0	0	0	0	3	12	8
GO:0008514	organic anion transmembrane transporter activity	molecular function	0	0	0	0	1	2	6	7	4	2	4	1	2	4	7	12	11	183	167	184	2	12	97
GO:0008519	ammonium transmembrane transporter activity	molecular function	2046	2038	3407	1936	712	978	4488	1065	2268	2308	2208	3616	3400	3450	9144	9113	8882	14837	14501	14280	3800	6328	10703
GO:0008521	acetyl-CoA transporter activity	molecular function	462	458	791	435	25	28	107	36	73	72	39	60	71	66	494	463	458	427	450	461	39	37	93
GO:0008527	taste receptor activity	molecular function	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0008528	G-protein coupled peptide receptor activity	molecular function	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1
GO:0008531	riboflavin kinase activity	molecular function	914	905	1498	879	212	238	1035	368	753	751	730	1010	1025	990	2166	2154	2107	3145	3184	3120	1281	2177	3374
GO:0008534	oxidized purine nucleobase lesion DNA N-glycosylase activity	molecular function	0	0	0	0	5	1	6	6	5	11	6	7	0	3	32	39	31	23	22	12	6	7	12
GO:0008536	Ran GTPase binding	molecular function	0	0	0	0	0	0	1	0	0	1	2	0	1	1	3	2	3	10	12	10	0	1	16
GO:0008537	proteasome activator complex	cellular component	0	0	0	0	1	1	3	5	1	0	2	0	1	2	0	5	4	11	5	4	1	4	9
GO:0008541	proteasome regulatory particle, lid subcomplex	cellular component	0	0	0	0	0	0	0	1	0	1	0	2	0	0	2	0	4	2	1	1	3	1	10
GO:0008556	potassium-transporting ATPase activity	molecular function	4772	3681	6298	3178	466	462	2349	837	2351	2382	2387	4159	4095	4124	3238	3324	3416	9265	9221	9395	4301	8388	10463
GO:0008565	protein transporter activity	molecular function	6141	5119	9914	5459	602	612	2819	1067	2389	2379	2213	2368	2473	2507	9950	9882	9620	16611	16275	15912	2630	3594	7543
GO:0008601	protein phosphatase type 2A regulator activity	molecular function	0	0	0	0	1	0	2	3	1	5	3	3	0	2	6	4	10	12	24	15	8	14	50
GO:0008608	attachment of spindle microtubules to kinetochore	biological process	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	2	4	0	0	0
GO:0008610	lipid biosynthetic process	biological process	15	31	53	2	32	20	118	72	102	100	101	138	123	104	283	286	297	867	863	852	186	270	431
GO:0008612	peptidyl-lysine modification to peptidyl-hypusine	biological process	1537	1184	2423	1152	158	160	710	367	531	532	512	908	812	792	3893	3884	3862	2742	2849	2691	840	1469	2033
GO:0008615	pyridoxine biosynthetic process	biological process	3858	3497	6043	3517	375	342	1857	563	2063	2046	1957	1969	1958	1941	7336	7446	7162	12284	12124	12060	2608	3092	6743
GO:0008616	queuosine biosynthetic process	biological process	6239	5378	9599	5089	1035	1065	5035	2016	4709	4465	4491	5662	5560	5541	12714	12774	12620	19427	19291	19313	7302	13471	22883
GO:0008641	small protein activating enzyme activity	molecular function	3432	3036	5656	3053	385	405	1897	634	1305	1293	1202	1920	1862	1786	4472	4534	4500	6561	6524	6467	1283	2547	3874
GO:0008643	carbohydrate transport	biological process	1	0	0	0	2	1	6	16	19	5	4	16	11	10	8	4	13	165	172	154	9	35	360
GO:0008645	hexose transport	biological process	0	0	0	0	6	5	25	16	58	48	49	64	72	54	89	86	84	472	431	452	39	32	116
GO:0008649	rRNA methyltransferase activity	molecular function	1662	1647	3095	2003	286	321	1513	497	1327	1293	1230	1541	1516	1533	3111	3287	3110	6980	6962	6755	1126	1719	3698
GO:0008652	cellular amino acid biosynthetic process	biological process	5213	4553	8040	4604	385	456	2199	635	1287	1237	1186	1696	1692	1706	4456	4354	4384	8404	8516	8298	1457	2793	5128
GO:0008654	phospholipid biosynthetic process	biological process	4690	4297	8045	4379	772	903	4288	1310	2589	2497	2394	3095	3034	2983	7842	7748	7747	12154	11952	11671	2759	4759	7679
GO:0008657	DNA topoisomerase (ATP-hydrolyzing) inhibitor activity	molecular function	0	0	0	0	17	13	65	14	51	45	51	59	51	55	183	186	187	520	538	459	16	8	67
GO:0008658	penicillin binding	molecular function	7830	6911	13164	7203	1554	1695	8269	3017	3404	3256	3076	4635	4491	4381	11496	11051	10887	18054	17925	17379	2590	4846	8155
GO:0008661	1-deoxy-D-xylulose-5-phosphate synthase activity	molecular function	2357	2364	4348	2507	262	287	1379	384	973	953	970	1475	1398	1401	4240	4371	4162	6656	6731	6583	1801	2601	5125
GO:0008664	2'-5'-RNA ligase activity	molecular function	52	40	86	60	19	13	65	20	5	2	6	4	13	8	7	7	13	14	11	7	0	0	0
GO:0008667	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase activity	molecular function	325	339	571	322	123	151	738	161	151	160	150	251	201	220	466	443	454	870	833	794	26	34	70
GO:0008671	2-dehydro-3-deoxygalactonokinase activity	molecular function	34	33	47	0	22	31	148	32	166	151	142	334	283	325	118	125	123	1528	1598	1586	71	96	325
GO:0008677	2-dehydropantoate 2-reductase activity	molecular function	1117	1113	1938	1249	185	175	909	234	442	438	457	760	685	647	1505	1450	1384	2426	2409	2327	315	523	787
GO:0008685	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity	molecular function	1410	1406	2387	1213	158	223	1035	225	623	580	646	831	814	785	2678	2537	2648	3931	3939	3887	1234	1742	3280
GO:0008686	3,4-dihydroxy-2-butanone-4-phosphate synthase activity	molecular function	1710	1312	2615	1441	212	207	1214	336	955	976	999	1149	1141	1101	3444	3493	3507	5660	5690	5826	1742	2467	4637
GO:0008690	3-deoxy-manno-octulosonate cytidylyltransferase activity	molecular function	0	4	2	7	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0008693	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase activity	molecular function	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0008703	5-amino-6-(5-phosphoribosylamino)uracil reductase activity	molecular function	2121	1868	3378	1681	362	456	2196	671	1036	960	935	1690	1524	1549	2619	2558	2499	4175	4042	3852	1119	2006	2808
GO:0008704	5-carboxymethyl-2-hydroxymuconate delta-isomerase activity	molecular function	0	0	0	0	3	8	37	11	8	10	8	22	12	12	6	4	7	135	114	127	8	6	16
GO:0008705	methionine synthase activity	molecular function	2443	2526	4055	2014	333	360	1712	495	1589	1525	1490	1924	2044	1977	5223	5198	5120	7361	7563	7378	2704	4705	7118
GO:0008715	CDP-diacylglycerol diphosphatase activity	molecular function	0	0	0	0	0	0	3	2	4	2	4	9	6	8	0	1	0	32	30	20	0	2	25
GO:0008716	D-alanine-D-alanine ligase activity	molecular function	1403	1300	2351	1317	356	450	1843	742	1406	1359	1269	1823	1761	1711	4202	4156	3998	5620	5474	5638	1603	3080	4597
GO:0008725	DNA-3-methyladenine glycosylase activity	molecular function	20	37	45	0	216	256	1116	339	664	692	714	1183	1129	1157	2302	2310	2316	3997	3974	3993	1457	2580	3790
GO:0008733	L-arabinose isomerase activity	molecular function	0	1	0	0	28	25	125	59	232	216	256	377	333	365	86	88	84	725	703	688	175	262	586
GO:0008736	L-fucose isomerase activity	molecular function	0	0	1	0	36	45	156	68	108	94	117	340	294	269	131	115	112	164	199	186	297	477	724
GO:0008740	L-rhamnose isomerase activity	molecular function	0	0	1	0	9	6	63	25	63	74	101	156	169	155	84	52	51	135	143	131	152	259	390
GO:0008745	N-acetylmuramoyl-L-alanine amidase activity	molecular function	1870	1926	3447	1963	638	647	3168	1486	2831	2772	2690	3355	3326	3362	6735	6643	6705	15507	15708	15506	3148	4337	9422
GO:0008750	NAD(P)+ transhydrogenase (AB-specific) activity	molecular function	3544	3193	5438	2892	290	349	1362	483	1918	1899	1784	2202	2078	2117	3749	3785	3768	8423	8652	8309	2180	2599	5776
GO:0008757	S-adenosylmethionine-dependent methyltransferase activity	molecular function	928	825	1650	961	184	205	868	250	319	337	311	385	394	398	2013	1978	1861	3330	3243	3200	224	357	967
GO:0008759	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase activity	molecular function	1926	1583	3065	1898	187	166	798	340	1173	1081	1110	1174	1136	1224	4145	4155	4211	6664	6902	6522	1330	1757	3961
GO:0008761	UDP-N-acetylglucosamine 2-epimerase activity	molecular function	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0008762	UDP-N-acetylmuramate dehydrogenase activity	molecular function	815	714	1273	748	150	161	832	334	618	623	594	833	797	776	1750	1735	1846	2866	2851	2831	1028	1851	3296
GO:0008767	UDP-galactopyranose mutase activity	molecular function	0	0	0	0	22	22	111	66	101	82	111	259	252	273	43	36	32	596	601	575	174	339	508
GO:0008770	[acyl-carrier-protein] phosphodiesterase activity	molecular function	0	0	0	0	23	15	51	22	98	90	78	47	41	43	44	36	42	549	540	555	41	64	184
GO:0008771	[citrate (pro-3S)-lyase] ligase activity	molecular function	0	0	0	0	2	1	3	5	4	3	4	11	4	5	0	0	0	17	11	18	12	12	66
GO:0008772	[isocitrate dehydrogenase (NADP+)] kinase activity	molecular function	747	1006	1999	1281	154	170	818	259	730	747	677	1141	1200	1178	417	368	413	4650	4742	4732	1416	3118	3812
GO:0008773	[protein-PII] uridylyltransferase activity	molecular function	420	612	1088	769	63	81	305	54	236	229	240	271	237	288	200	193	172	1249	1319	1228	311	400	777
GO:0008774	acetaldehyde dehydrogenase (acetylating) activity	molecular function	0	0	0	0	9	22	111	30	84	73	78	129	153	134	95	92	82	780	740	784	124	218	465
GO:0008780	acyl-[acyl-carrier-protein]-UDP-N-acetylglucosamine O-acyltransferase activity	molecular function	1	2	4	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0008782	adenosylhomocysteine nucleosidase activity	molecular function	0	0	0	0	0	2	7	0	0	1	1	0	0	0	1	0	0	16	9	9	0	0	0
GO:0008784	alanine racemase activity	molecular function	1468	1210	2237	1200	216	224	1021	382	258	222	217	386	329	319	1047	1121	1007	1462	1395	1357	88	173	318
GO:0008791	arginine N-succinyltransferase activity	molecular function	0	0	0	0	18	11	91	31	141	165	143	59	53	60	590	502	542	4161	4068	4215	69	109	783
GO:0008792	arginine decarboxylase activity	molecular function	996	799	1336	693	65	59	310	98	129	105	106	216	200	192	1339	1397	1273	883	927	880	220	306	370
GO:0008794	arsenate reductase (glutaredoxin) activity	molecular function	21	13	35	23	1	0	12	0	0	2	0	0	0	0	0	0	0	6	2	3	0	0	0
GO:0008800	beta-lactamase activity	molecular function	1	5	2	3	32	26	152	40	100	110	124	132	133	104	145	152	118	631	577	627	99	102	244
GO:0008801	beta-phosphoglucomutase activity	molecular function	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0008803	bis(5'-nucleosyl)-tetraphosphatase (symmetrical) activity	molecular function	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0008810	cellulase activity	molecular function	1	0	0	0	15	11	45	33	50	58	46	75	61	60	31	24	32	263	239	206	30	29	55
GO:0008811	chloramphenicol O-acetyltransferase activity	molecular function	0	0	0	0	4	3	16	9	40	50	40	27	26	19	18	23	17	189	144	155	7	8	50
GO:0008813	chorismate lyase activity	molecular function	243	341	554	402	7	1	27	8	28	22	14	16	21	13	152	181	156	941	883	898	7	6	146
GO:0008814	citrate CoA-transferase activity	molecular function	1	0	0	0	15	9	48	15	50	36	38	59	61	43	26	25	20	170	206	194	139	144	315
GO:0008817	cob(I)yrinic acid a,c-diamide adenosyltransferase activity	molecular function	247	431	739	426	70	85	433	93	158	156	156	327	341	268	1833	1888	1831	2322	2349	2215	285	421	1022
GO:0008818	cobalamin 5'-phosphate synthase activity	molecular function	1377	1357	2421	1205	54	73	398	72	119	96	129	208	262	283	1061	996	999	1892	1774	1781	193	323	645
GO:0008821	crossover junction endodeoxyribonuclease activity	molecular function	49	83	168	116	47	63	265	70	75	64	75	99	73	78	136	179	158	334	358	339	2	1	1
GO:0008824	cyanate hydratase activity	molecular function	0	0	0	0	6	5	42	5	18	13	12	33	32	25	202	211	194	305	302	286	6	11	28
GO:0008827	cytochrome o ubiquinol oxidase activity	molecular function	0	0	0	0	0	2	3	4	6	6	3	18	15	24	19	16	21	398	381	403	7	15	112
GO:0008828	dATP pyrophosphohydrolase activity	molecular function	13	27	56	40	0	2	6	2	3	1	1	2	4	4	13	14	12	42	41	41	4	1	1
GO:0008829	dCTP deaminase activity	molecular function	2353	1979	3233	1477	127	150	799	192	373	320	370	648	607	666	2991	3094	2998	1764	1751	1797	718	1014	1404
GO:0008830	dTDP-4-dehydrorhamnose 3,5-epimerase activity	molecular function	2558	2094	3613	1853	260	261	1275	476	894	900	864	1427	1412	1305	3867	4012	3772	5746	5733	5634	1718	2602	4819
GO:0008832	dGTPase activity	molecular function	5	10	16	26	2	3	17	5	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
GO:0008833	deoxyribonuclease IV (phage-T4-induced) activity	molecular function	0	0	0	0	1	0	3	25	5	7	6	6	9	4	26	25	15	7	7	6	1	2	97
GO:0008835	diaminohydroxyphosphoribosylaminopyrimidine deaminase activity	molecular function	31	21	58	54	2	3	14	5	0	0	1	1	0	0	0	1	0	3	1	6	0	0	0
GO:0008836	diaminopimelate decarboxylase activity	molecular function	92	76	147	93	12	10	66	12	0	1	0	0	1	0	5	6	6	6	3	6	0	0	0
GO:0008837	diaminopimelate epimerase activity	molecular function	1678	1461	2835	1594	198	225	1093	309	655	622	625	790	773	768	2215	2245	2127	3833	3859	3714	536	765	1613
GO:0008839	4-hydroxy-tetrahydrodipicolinate reductase	molecular function	1966	1933	3283	1833	254	300	1335	396	792	789	763	1099	1037	1027	3134	2916	2887	5062	4953	4892	877	1364	2727
GO:0008840	4-hydroxy-tetrahydrodipicolinate synthase	molecular function	29	14	48	25	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0008849	enterochelin esterase activity	molecular function	0	0	0	0	3	3	11	1	4	3	3	10	10	7	9	8	4	19	19	16	2	4	15
GO:0008851	ethanolamine ammonia-lyase activity	molecular function	0	0	2	0	80	88	462	101	909	864	856	973	974	959	639	703	783	5601	5665	5655	555	1099	2069
GO:0008852	exodeoxyribonuclease I activity	molecular function	0	0	0	0	27	14	103	37	170	150	139	122	132	147	304	282	319	2234	2254	2208	134	122	712
GO:0008855	exodeoxyribonuclease VII activity	molecular function	2076	1905	3386	1956	351	377	1986	604	1177	1185	1156	1697	1675	1623	3673	3585	3592	5418	5337	5352	1684	3077	4477
GO:0008863	formate dehydrogenase (NAD+) activity	molecular function	5	11	15	13	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0008864	formyltetrahydrofolate deformylase activity	molecular function	794	705	1175	581	58	64	280	67	101	91	113	144	165	169	561	519	530	1474	1471	1375	43	49	177
GO:0008878	glucose-1-phosphate adenylyltransferase activity	molecular function	826	935	1686	1104	176	143	758	245	366	375	383	773	813	828	882	966	857	1258	1317	1211	610	1259	1269
GO:0008880	glucuronate isomerase activity	molecular function	0	0	1	0	64	88	292	110	377	409	434	384	393	406	257	251	266	1294	1297	1252	343	467	905
GO:0008881	glutamate racemase activity	molecular function	0	0	0	0	0	2	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0008882	[glutamate-ammonia-ligase] adenylyltransferase activity	molecular function	3176	2716	4927	2746	256	352	1538	351	834	781	761	1242	1227	1216	3927	3846	3817	6415	6622	6417	1103	1563	3026
GO:0008883	glutamyl-tRNA reductase activity	molecular function	1822	1454	2871	1758	177	239	1170	260	478	450	508	662	577	609	2863	2776	2788	4356	4334	4214	774	1112	2023
GO:0008887	glycerate kinase activity	molecular function	17	27	34	0	121	169	767	174	262	286	256	429	447	437	370	357	390	1334	1408	1465	545	896	1931
GO:0008897	holo-[acyl-carrier-protein] synthase activity	molecular function	1292	1090	1911	988	296	306	1460	441	1109	1044	985	1417	1381	1359	2574	2468	2485	3708	3716	3641	1163	2111	2773
GO:0008899	homoserine O-succinyltransferase activity	molecular function	0	0	0	0	20	26	101	26	325	350	370	318	305	307	312	297	295	378	391	369	186	288	676
GO:0008901	ferredoxin hydrogenase activity	molecular function	339	296	470	260	113	111	505	130	206	187	171	360	345	306	314	331	316	621	633	571	245	410	555
GO:0008907	integrase activity	molecular function	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	2	83	75	81	4	1	16
GO:0008908	isochorismatase activity	molecular function	0	0	0	0	0	6	19	1	1	1	1	5	6	7	0	0	0	22	30	29	2	4	17
GO:0008914	leucyltransferase activity	molecular function	1409	1262	2377	1317	191	224	958	287	645	703	660	1059	1058	1013	2499	2684	2506	4070	4023	3862	1277	2273	3297
GO:0008915	lipid-A-disaccharide synthase activity	molecular function	2977	2809	5046	2804	228	215	973	341	943	928	929	907	934	851	3707	3496	3439	5474	5409	5379	835	1090	2482
GO:0008918	lipopolysaccharide 3-alpha-galactosyltransferase activity	molecular function	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	8	3	2	0	1	19
GO:0008920	lipopolysaccharide heptosyltransferase activity	molecular function	1	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0008924	malate dehydrogenase (quinone) activity	molecular function	0	0	0	0	10	27	150	42	131	124	125	158	187	148	135	176	163	5021	4974	4899	173	552	1648
GO:0008927	mannonate dehydratase activity	molecular function	0	0	0	0	61	60	231	112	315	306	347	624	620	618	136	147	149	1122	1128	1081	298	362	818
GO:0008929	methylglyoxal synthase activity	molecular function	9	15	13	0	14	15	77	37	48	29	41	79	87	76	203	162	157	244	230	269	68	182	201
GO:0008930	methylthioadenosine nucleosidase activity	molecular function	0	0	0	0	0	2	7	0	0	1	1	0	0	0	1	0	0	16	9	9	0	0	0
GO:0008933	lytic transglycosylase activity	molecular function	441	424	745	508	61	74	287	83	125	113	118	134	136	135	892	913	923	997	1001	975	47	47	151
GO:0008934	inositol monophosphate 1-phosphatase activity	molecular function	112	122	258	158	21	30	98	25	7	9	11	18	12	10	51	41	33	73	79	79	0	0	1
GO:0008939	nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase activity	molecular function	2375	2266	4085	1816	125	148	849	147	438	412	398	830	806	770	2806	2804	2684	4817	4697	4713	680	1120	2251
GO:0008940	nitrate reductase activity	molecular function	32	48	75	91	1	1	19	3	0	0	1	0	1	0	1	2	0	2	3	0	0	0	0
GO:0008942	nitrite reductase [NAD(P)H] activity	molecular function	142	169	247	189	28	27	167	16	58	50	41	87	89	77	231	237	187	791	704	711	43	63	300
GO:0008948	oxaloacetate decarboxylase activity	molecular function	0	0	0	0	3	0	20	7	4	3	6	8	11	5	26	23	19	35	20	14	3	13	15
GO:0008962	phosphatidylglycerophosphatase activity	molecular function	252	381	637	437	63	70	296	96	298	299	340	300	256	276	721	693	753	1786	1827	1821	296	403	1058
GO:0008963	phospho-N-acetylmuramoyl-pentapeptide-transferase activity	molecular function	2934	2555	4840	2463	473	496	2261	880	1302	1265	1274	1860	1869	1744	6116	5852	5608	6026	6004	5863	1887	3789	5225
GO:0008964	phosphoenolpyruvate carboxylase activity	molecular function	1123	1652	2886	2016	373	413	1964	637	1558	1576	1513	2562	2517	2470	2861	2809	2845	10694	10785	10323	1979	4231	5844
GO:0008969	phosphohistidine phosphatase activity	molecular function	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0008972	phosphomethylpyrimidine kinase activity	molecular function	5	3	9	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0008973	phosphopentomutase activity	molecular function	535	333	655	286	27	31	130	53	92	96	102	157	166	153	778	743	782	693	713	678	232	295	499
GO:0008974	phosphoribulokinase activity	molecular function	111	155	296	180	22	20	108	29	45	40	39	93	85	88	121	153	118	382	362	371	75	154	163
GO:0008977	prephenate dehydrogenase activity	molecular function	1677	1414	2612	1496	219	262	1247	329	571	573	547	1020	1002	1010	2575	2528	2515	3954	3777	3884	514	759	1177
GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity	molecular function	8	13	18	16	64	64	324	142	89	104	93	461	369	380	152	128	120	1646	1610	1679	226	366	1461
GO:0008984	protein-glutamate methylesterase activity	molecular function	1544	1402	2574	1325	201	184	754	292	864	915	865	880	920	865	5234	5241	5126	9741	9634	9475	1388	2070	3924
GO:0008987	quinolinate synthetase A activity	molecular function	2475	2207	4015	2230	268	324	1521	458	1158	1172	1150	1495	1382	1356	4977	4951	4801	6766	6677	6649	1850	2761	4899
GO:0008990	rRNA (guanine-N2-)-methyltransferase activity	molecular function	0	0	0	0	20	21	68	18	56	56	63	35	42	38	78	74	61	915	900	910	49	75	604
GO:0008998	ribonucleoside-triphosphate reductase activity	molecular function	0	1	0	0	46	65	217	141	182	204	186	142	152	139	423	436	416	1913	1878	1903	195	278	921
GO:0009001	serine O-acetyltransferase activity	molecular function	465	475	764	369	42	36	205	64	141	134	117	211	199	181	396	396	375	632	678	626	133	203	361
GO:0009002	serine-type D-Ala-D-Ala carboxypeptidase activity	molecular function	2257	2107	4024	2327	240	235	1193	516	1064	1050	1083	1580	1472	1408	4113	4175	4165	9269	9262	9327	1232	1562	4597
GO:0009007	site-specific DNA-methyltransferase (adenine-specific) activity	molecular function	0	0	3	3	203	197	977	846	490	499	398	838	832	800	900	941	913	1265	1258	1185	504	1303	1671
GO:0009015	N-succinylarginine dihydrolase activity	molecular function	0	0	2	0	8	12	56	38	187	162	190	82	69	62	777	762	768	3441	3322	3248	116	237	1038
GO:0009020	tRNA (guanosine-2'-O-)-methyltransferase activity	molecular function	0	0	0	0	0	0	1	0	3	2	2	3	1	1	22	18	15	18	22	26	1	2	33
GO:0009029	tetraacyldisaccharide 4'-kinase activity	molecular function	1926	1877	3417	1665	190	168	725	240	797	766	783	838	761	744	3171	3068	3141	4899	4919	4995	793	1005	2512
GO:0009030	thiamine-phosphate kinase activity	molecular function	1	3	2	9	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009036	Type II site-specific deoxyribonuclease activity	molecular function	1828	1115	2315	1078	144	119	545	245	574	636	602	959	942	951	2797	2798	2584	2401	2367	2381	785	1471	1980
GO:0009039	urease activity	molecular function	902	744	1329	758	36	33	186	42	52	72	58	133	147	126	220	223	250	590	589	554	53	68	129
GO:0009044	xylan 1,4-beta-xylosidase activity	molecular function	0	0	0	0	0	0	0	1	13	11	6	2	6	7	0	0	0	5	5	2	2	0	9
GO:0009045	xylose isomerase activity	molecular function	0	0	0	0	100	109	440	111	155	155	129	246	290	260	124	132	103	544	538	509	41	77	106
GO:0009052	pentose-phosphate shunt, non-oxidative branch	biological process	1090	936	1855	990	103	111	547	178	338	357	395	696	667	646	1827	1875	1746	2723	2658	2638	596	1045	1363
GO:0009055	electron carrier activity	molecular function	40031	37839	69082	40481	5961	6142	28180	8903	20178	19620	19213	26848	26206	25571	61403	60907	59875	108641	107492	105485	21183	33275	54422
GO:0009056	catabolic process	biological process	15	14	43	0	95	114	547	112	111	107	107	287	248	281	216	232	242	225	244	209	218	391	411
GO:0009058	biosynthetic process	biological process	66047	60877	108621	58969	9929	10930	51652	17592	33304	32837	31770	46437	44965	44419	110233	110139	106994	178433	175976	173110	39081	67822	112595
